"Geneid","Chr","Start","End","Strand","Length","CL1","CL2","CL3","LB1","LB2","LB3"
"PA4844","NC_002516.2",5437785,5439758,"+",1974,639,597,237,1281,1507,626
"PA4845","NC_002516.2",5439918,5441693,"+",1776,1789,1714,490,2628,2644,1962
"PA4846","NC_002516.2",5441837,5442280,"+",444,2750,3748,685,2431,2795,1876
"PA4847","NC_002516.2",5442304,5442774,"+",471,2022,3746,531,911,1046,1486
"PA4848","NC_002516.2",5442792,5444141,"+",1350,5896,8269,1532,3343,3679,6062
"PA4849","NC_002516.2",5444252,5445118,"+",867,0,1,1,1,1,0
"PA4850","NC_002516.2",5445199,5446083,"+",885,504,462,126,584,571,408
"PA4851","NC_002516.2",5446179,5447444,"+",1266,1826,2257,614,2257,2486,2127
"PA4852","NC_002516.2",5447648,5448646,"+",999,7065,10584,2108,7013,8272,7504
"PA4853","NC_002516.2",5448643,5448966,"+",324,1402,2676,436,1573,1487,1762
"PA4854","NC_002516.2",5449046,5450653,"+",1608,2403,3784,636,2423,2033,3115
"PA4855","NC_002516.2",5450757,5452046,"+",1290,819,796,205,797,724,1033
"PA4856","NC_002516.2",5452150,5454978,"+",2829,4800,5397,1737,8998,9729,7482
"PA4857","NC_002516.2",5455434,5456027,"+",594,454,502,131,706,645,423
"PA4858","NC_002516.2",5456452,5457717,"+",1266,1359,1859,419,2765,1998,1506
"PA4859","NC_002516.2",5457864,5459453,"+",1590,163,132,44,405,117,82
"PA4860","NC_002516.2",5459450,5460529,"+",1080,154,153,30,414,92,109
"PA4861","NC_002516.2",5460526,5461383,"+",858,264,301,60,616,191,271
"PA4862","NC_002516.2",5461520,5462218,"+",699,169,164,39,360,171,192
"PA4863","NC_002516.2",5462302,5462754,"+",453,377,397,136,868,789,458
"PA4864","NC_002516.2",5462763,5463605,"+",843,108,164,42,260,167,88
"PA4865","NC_002516.2",5463607,5463909,"+",303,103,140,28,171,111,103
"PA4866","NC_002516.2",5463918,5464436,"+",519,257,315,88,384,207,163
"PA4867","NC_002516.2",5464453,5464758,"+",306,240,318,89,383,170,165
"PA4868","NC_002516.2",5464821,5466521,"+",1701,2147,2326,793,2729,2614,2504
"PA4869","NC_002516.2",5466790,5468007,"+",1218,3336,4247,1124,3493,4251,3725
"PA4870","NC_002516.2",5468017,5468283,"-",267,1934,1729,650,1963,3586,2691
"PA4871","NC_002516.2",5468409,5469023,"+",615,119,77,40,185,183,102
"PA4872","NC_002516.2",5469115,5469978,"-",864,1272,1456,415,1502,1470,1647
"PA4873","NC_002516.2",5470186,5471451,"+",1266,2034,2311,627,2713,2767,2799
"PA4874","NC_002516.2",5471626,5472042,"-",417,3731,3958,1345,5672,7279,5950
"PA4875","NC_002516.2",5472197,5472735,"+",539,991,954,287,1391,1562,1027
"PA4876","NC_002516.2",5472824,5473168,"+",345,27134,28959,4800,25259,25563,27683
"PA4877","NC_002516.2",5473212,5473619,"-",408,3311,3008,904,3230,4566,3688
"PA4878","NC_002516.2",5473766,5474578,"+",813,2640,2902,594,2544,2304,3087
"PA4879","NC_002516.2",5474580,5476649,"-",2070,4981,4811,1370,7057,7336,5746
"PA4880","NC_002516.2",5476945,5477478,"+",534,9247,14319,3103,7934,11179,10289
"PA4881","NC_002516.2",5477754,5478095,"+",342,2766,2087,405,5939,6399,18020
"PA4882","NC_002516.2",5478209,5478976,"-",768,594,578,143,1394,782,663
"PA4883","NC_002516.2",5478973,5479587,"-",615,116,107,18,366,95,79
"PA4884","NC_002516.2",5479641,5480264,"-",624,153,122,28,387,172,128
"PA4885","NC_002516.2",5480402,5481091,"+",690,585,680,164,1135,706,545
"PA4886","NC_002516.2",5481070,5482461,"+",1392,427,329,120,685,544,541
"PA4887","NC_002516.2",5482452,5483768,"-",1317,1175,1342,363,1810,1619,1477
"PA4888","NC_002516.2",5483988,5485100,"-",1113,583,750,175,1105,662,434
"PA4889","NC_002516.2",5485097,5486197,"-",1101,207,164,118,478,787,177
"PA4890","NC_002516.2",5486356,5486985,"+",630,249,220,101,616,509,217
"PA4891","NC_002516.2",5487215,5487718,"+",504,150,169,50,379,312,152
"PA4892","NC_002516.2",5487715,5488386,"+",672,82,82,23,183,133,83
"PA4893","NC_002516.2",5488397,5489011,"+",615,355,379,75,658,328,375
"PA4894","NC_002516.2",5489041,5489613,"+",573,56,40,18,69,29,31
"PA4895","NC_002516.2",5489630,5490652,"-",1023,775,403,102,153,99,329
"PA4896","NC_002516.2",5490645,5491181,"-",537,1058,713,111,154,91,387
"PA4897","NC_002516.2",5491346,5494315,"+",2970,1525,1680,326,3012,1315,1490
"PA4898","NC_002516.2",5494460,5495713,"-",1254,483,487,128,1105,592,571
"PA4899","NC_002516.2",5495821,5497290,"-",1470,530,451,181,820,935,3218
"PA4900","NC_002516.2",5497313,5498653,"-",1341,344,320,90,524,470,1463
"PA4901","NC_002516.2",5498740,5500326,"-",1587,654,514,148,730,677,1498
"PA4902","NC_002516.2",5500427,5501323,"+",897,560,561,161,879,651,684
"PA4903","NC_002516.2",5501338,5502672,"-",1335,151,108,34,295,204,201
"PA4904","NC_002516.2",5503051,5504106,"+",1056,436,458,126,834,726,641
"PA4905","NC_002516.2",5504121,5505074,"+",954,542,519,221,911,1169,854
"PA4906","NC_002516.2",5505071,5505784,"-",714,1360,1270,568,2802,3046,1891
"PA4907","NC_002516.2",5505848,5506609,"-",762,930,1116,352,1400,1386,954
"PA4908","NC_002516.2",5506966,5507898,"-",933,154,135,41,305,198,382
"PA4909","NC_002516.2",5507969,5508685,"-",717,583,500,124,799,580,1206
"PA4910","NC_002516.2",5508682,5509554,"-",873,744,720,168,1131,749,1391
"PA4911","NC_002516.2",5509551,5510828,"-",1278,358,332,78,795,316,606
"PA4912","NC_002516.2",5510839,5511753,"-",915,2289,2854,719,3683,3128,2986
"PA4913","NC_002516.2",5511988,5513112,"-",1125,6807,6491,1885,9148,9994,11331
"PA4914","NC_002516.2",5513732,5514670,"+",939,972,1088,238,1476,956,1006
"PA4915","NC_002516.2",5514727,5516352,"+",1626,16603,19370,5663,31640,36353,30561
"PA4916","NC_002516.2",5516399,5517094,"-",696,6500,5671,2110,9235,12354,13895
"PA4917","NC_002516.2",5517109,5517711,"-",603,2062,1825,709,2442,3366,2434
"PA4918","NC_002516.2",5517821,5518480,"+",660,556,623,167,488,299,274
"PA4919","NC_002516.2",5518483,5519682,"+",1200,1923,2770,561,2144,1593,1427
"PA4920","NC_002516.2",5519711,5520538,"+",828,1195,1476,426,1583,1809,1548
"PA4921","NC_002516.2",5520672,5521595,"+",924,503,404,182,741,782,883
"PA4922","NC_002516.2",5521664,5522110,"-",447,26661,47050,8538,30143,41618,20952
"PA4923","NC_002516.2",5522386,5522973,"+",588,654,733,165,757,718,652
"PA4924","NC_002516.2",5522986,5523681,"-",696,1563,1868,492,2121,2209,1923
"PA4925","NC_002516.2",5523868,5524719,"-",852,2227,2493,748,6706,6506,4394
"PA4926","NC_002516.2",5524970,5525905,"-",936,625,630,215,1254,1237,902
"PA4927","NC_002516.2",5525905,5528397,"-",2493,1150,1284,373,1871,1707,1509
"PA4928","NC_002516.2",5528659,5530902,"-",2244,3794,5447,1297,5923,5193,6173
"PA4929","NC_002516.2",5530973,5533015,"+",2043,10221,9882,4666,27390,34409,15031
"PA4930","NC_002516.2",5533017,5534093,"-",1077,4531,4166,1730,8650,10677,6867
"PA4931","NC_002516.2",5534162,5535556,"-",1395,6469,6729,1307,5383,5170,5253
"PA4932","NC_002516.2",5535685,5536131,"-",447,5854,8800,1743,4693,6493,6445
"PA4933","NC_002516.2",5536153,5537022,"-",870,7118,12873,2626,5656,8688,5794
"PA4934","NC_002516.2",5537059,5537289,"-",231,8151,15707,3020,7327,9961,8188
"PA4935","NC_002516.2",5537319,5537738,"-",420,13159,24076,4411,11896,15707,12783
"PA4936","NC_002516.2",5537953,5538699,"-",747,2159,1902,497,1579,1904,2098
"PA4937","NC_002516.2",5538696,5541410,"-",2715,17220,20069,4651,15519,18567,16654
"PA4937.1","NC_002516.2",5541614,5541700,"+",87,3203,3441,697,3888,4166,1713
"PA4937.2","NC_002516.2",5541830,5541916,"+",87,2340,2585,494,3019,3051,1231
"PA4938","NC_002516.2",5542073,5543365,"-",1293,5045,7819,1915,6429,7910,9142
"PA4939","NC_002516.2",5543417,5544601,"-",1185,4013,4866,1326,4653,5557,3718
"PA4940","NC_002516.2",5544636,5544821,"-",186,2579,3036,706,3284,3567,2428
"PA4941","NC_002516.2",5544917,5545786,"-",870,11255,16005,3612,9332,10521,13667
"PA4942","NC_002516.2",5545786,5546988,"-",1203,14692,23033,4997,10476,13495,11692
"PA4943","NC_002516.2",5547083,5548384,"-",1302,46787,64595,10461,27076,34384,41403
"PA4944","NC_002516.2",5548397,5548645,"-",249,67781,89241,13925,42765,50668,63414
"PA4945","NC_002516.2",5548751,5549722,"-",972,30792,39153,8470,36577,38771,28556
"PA4946","NC_002516.2",5549780,5551681,"-",1902,6216,7047,1704,5138,5855,9390
"PA4947","NC_002516.2",5551681,5553108,"-",1428,11418,13213,3282,13078,13614,16349
"PA4948","NC_002516.2",5553117,5553584,"-",468,3738,4852,1143,5239,5205,4674
"PA4949","NC_002516.2",5553572,5555080,"-",1509,1532,1653,774,2638,3496,1742
"PA4950","NC_002516.2",5555162,5556247,"+",1086,5072,4846,1698,6018,6929,5785
"PA4951","NC_002516.2",5556281,5556823,"-",543,3186,4233,948,3589,4063,3514
"PA4952","NC_002516.2",5556935,5557954,"+",1020,3773,4873,1158,3924,4063,4858
"PA4953","NC_002516.2",5557958,5559001,"-",1044,3025,3511,788,3107,3128,3524
"PA4954","NC_002516.2",5559021,5559872,"-",852,3101,3642,731,2970,3414,2117
"PA4955","NC_002516.2",5560013,5561524,"+",1512,1522,1249,465,1722,1834,2058
"PA4956","NC_002516.2",5561599,5562414,"+",816,1253,1462,448,1336,1418,1115
"PA4957","NC_002516.2",5562418,5563287,"+",870,1367,1656,447,1403,1454,1685
"PA4958","NC_002516.2",5563605,5565428,"+",1824,4463,5099,1392,5456,6354,6406
"PA4959","NC_002516.2",5565493,5567568,"+",2076,4476,5408,1100,4726,4427,4939
"PA4960","NC_002516.2",5567655,5568944,"-",1290,3936,5169,1481,4842,5876,2783
"PA4961","NC_002516.2",5569090,5570628,"+",1539,2840,3088,875,3770,4209,2153
"PA4962","NC_002516.2",5570625,5571161,"+",537,321,237,114,396,356,252
"PA4963","NC_002516.2",5571219,5571929,"-",711,11381,14917,3336,11544,12880,10387
"PA4964","NC_002516.2",5572222,5574486,"-",2265,6429,8305,1574,7278,6063,6674
"PA4965","NC_002516.2",5574494,5575018,"-",525,575,647,104,445,317,594
"PA4966","NC_002516.2",5575015,5576028,"-",1014,763,652,186,494,555,1021
"PA4967","NC_002516.2",5576028,5577917,"-",1890,2888,4067,744,2181,1693,2750
"PA4968","NC_002516.2",5577929,5578549,"-",621,1428,1236,367,1739,1700,1447
"PA4969","NC_002516.2",5578681,5579499,"-",819,669,718,230,873,759,589
"PA4970","NC_002516.2",5579653,5580111,"-",459,1116,1237,316,1240,1255,1261
"PA4971","NC_002516.2",5580102,5580719,"-",618,4924,5973,1377,5140,5782,5258
"PA4972","NC_002516.2",5580962,5581708,"+",747,2844,3770,696,2348,2691,1879
"PA4973","NC_002516.2",5581762,5583645,"-",1884,3675,4319,1214,5429,5323,3856
"PA4974","NC_002516.2",5584101,5585549,"+",1449,3520,4061,1405,4291,5238,4786
"PA4975","NC_002516.2",5585615,5586319,"-",705,1399,1347,387,1576,1596,2439
"PA4976","NC_002516.2",5586370,5587551,"-",1182,756,615,226,1029,1196,979
"PA4977","NC_002516.2",5587574,5589253,"-",1680,667,565,182,1013,876,759
"PA4978","NC_002516.2",5589295,5591385,"-",2091,367,439,109,764,393,478
"PA4979","NC_002516.2",5591452,5592612,"-",1161,477,482,114,982,461,644
"PA4980","NC_002516.2",5592633,5593424,"-",792,125,109,31,264,112,144
"PA4981","NC_002516.2",5593683,5595095,"-",1413,752,843,171,1688,723,854
"PA4982","NC_002516.2",5595279,5597531,"-",2253,446,411,117,615,346,434
"PA4983","NC_002516.2",5598308,5599042,"-",735,844,843,335,1196,1331,1132
"PA4984","NC_002516.2",5599160,5599807,"-",648,1360,1407,555,2007,2181,1879
"PA4985","NC_002516.2",5599884,5600975,"-",1092,473,450,138,760,750,535
"PA4986","NC_002516.2",5601149,5603095,"+",1947,1138,962,328,1817,2091,1681
"PA4987","NC_002516.2",5603173,5603772,"+",600,465,662,130,404,393,529
"PA4988","NC_002516.2",5603821,5605098,"-",1278,578,413,200,725,940,625
"PA4989","NC_002516.2",5605134,5606018,"-",885,532,600,214,884,906,599
"PA4990","NC_002516.2",5606103,5606435,"+",333,330,334,109,537,347,238
"PA4991","NC_002516.2",5606496,5607671,"+",1176,1178,928,454,1561,1925,918
"PA4992","NC_002516.2",5607668,5608480,"+",813,917,979,289,1151,1050,1281
"PA4993","NC_002516.2",5608649,5609569,"+",921,1422,1238,459,1529,1895,1598
"PA4994","NC_002516.2",5609594,5610802,"-",1209,967,1097,237,1123,931,1501
"PA4995","NC_002516.2",5610851,5612140,"-",1290,812,836,175,1008,741,894
"PA4996","NC_002516.2",5612268,5613692,"-",1425,7085,8041,2868,9579,12708,5806
"PA4997","NC_002516.2",5613733,5615544,"-",1812,6764,8511,2351,8606,12115,4205
"PA4998","NC_002516.2",5615652,5616302,"+",651,2863,3158,927,3288,3721,2342
"PA4999","NC_002516.2",5616310,5617515,"+",1206,3122,3897,734,3442,2902,3717
"PA5000","NC_002516.2",5617534,5618418,"-",885,5902,8924,1665,6477,6400,6617
"PA5001","NC_002516.2",5618579,5619535,"-",957,3572,5186,1125,4769,4342,4146
"PA5002","NC_002516.2",5619608,5621026,"-",1419,7137,9765,2521,6769,8715,4426
"PA5003","NC_002516.2",5621030,5621926,"-",897,29855,23599,9138,48161,53460,32444
"PA5004","NC_002516.2",5621920,5623056,"-",1137,4984,5879,1241,4728,4918,7224
"PA5005","NC_002516.2",5623040,5624797,"-",1758,7786,12158,2366,7359,8458,9147
"PA5006","NC_002516.2",5624901,5626379,"-",1479,2109,2629,689,2831,3619,1820
"PA5007","NC_002516.2",5626376,5627134,"-",759,1058,1532,398,1311,1368,1103
"PA5008","NC_002516.2",5627131,5627865,"-",735,1606,2020,431,1932,1819,1672
"PA5009","NC_002516.2",5627865,5628671,"-",807,1382,1432,342,1556,1491,1525
"PA5010","NC_002516.2",5628668,5629789,"-",1122,2567,3322,729,2434,2377,2755
"PA5011","NC_002516.2",5629786,5630853,"-",1068,3173,3661,1002,3807,4103,4183
"PA5012","NC_002516.2",5630850,5631887,"-",1038,4084,4452,1329,4577,5118,4403
"PA5013","NC_002516.2",5631947,5632870,"-",924,13094,18775,3963,16793,17915,13821
"PA5014","NC_002516.2",5632926,5635874,"-",2949,8019,10255,2545,10046,11237,8296
"PA5015","NC_002516.2",5636156,5638804,"+",2649,23562,42762,8911,21543,25162,20990
"PA5016","NC_002516.2",5638949,5640592,"+",1644,9966,14033,3384,8196,9480,9031
"PA5017","NC_002516.2",5641010,5643709,"+",2700,8471,8477,2316,10344,11729,10999
"PA5018","NC_002516.2",5643803,5644450,"+",648,3712,4061,1249,4708,5610,6540
"PA5019","NC_002516.2",5644454,5645290,"-",837,3287,3148,1226,4807,6158,5416
"PA5020","NC_002516.2",5645593,5647395,"+",1803,2766,3581,895,5003,4595,3897
"PA5021","NC_002516.2",5647814,5649430,"+",1617,1349,1412,339,1332,976,833
"PA5022","NC_002516.2",5649522,5652878,"+",3357,3207,4162,843,4425,3481,3131
"PA5023","NC_002516.2",5652945,5654405,"+",1461,3193,3436,1130,4172,4717,4188
"PA5024","NC_002516.2",5654556,5655527,"+",972,1259,1605,333,1540,1341,1296
"PA5025","NC_002516.2",5655648,5656925,"+",1278,846,928,292,1332,1132,714
"PA5026","NC_002516.2",5657016,5657468,"+",453,1107,1237,187,812,662,1771
"PA5027","NC_002516.2",5657581,5658396,"+",816,4408,5773,3208,12160,19813,5942
"PA5028","NC_002516.2",5658418,5659185,"-",768,7252,10911,2834,10746,12782,8938
"PA5029","NC_002516.2",5659276,5660181,"-",906,436,370,112,727,510,360
"PA5030","NC_002516.2",5660357,5661673,"+",1317,1303,2030,526,1659,2096,1273
"PA5031","NC_002516.2",5661701,5662630,"-",930,234,287,73,485,360,309
"PA5032","NC_002516.2",5662742,5663815,"+",1074,302,212,84,607,370,344
"PA5033","NC_002516.2",5663889,5664869,"+",981,549,748,197,1354,1055,627
"PA5034","NC_002516.2",5664990,5666057,"-",1068,2097,2846,625,1878,1938,1165
"PA5035","NC_002516.2",5666234,5667667,"-",1434,4345,5167,1262,5188,5294,8892
"PA5036","NC_002516.2",5667696,5672141,"-",4446,12158,15398,5123,19854,22994,20863
"PA5037","NC_002516.2",5672366,5674021,"-",1656,14516,19156,4324,20632,21538,19216
"PA5038","NC_002516.2",5674028,5675134,"-",1107,4715,6643,1324,5879,6474,4536
"PA5039","NC_002516.2",5675184,5675702,"-",519,9000,9126,2239,10207,10873,10992
"PA5040","NC_002516.2",5675714,5677858,"-",2145,16040,19745,4494,15318,17765,23216
"PA5041","NC_002516.2",5677912,5678436,"-",525,5078,6667,1333,5123,5523,6999
"PA5042","NC_002516.2",5678433,5679056,"-",624,6048,7913,1529,5797,6231,6395
"PA5043","NC_002516.2",5679053,5679649,"-",597,4750,6287,1159,3600,4407,4433
"PA5044","NC_002516.2",5679649,5680713,"-",1065,40380,56935,13769,42938,53375,31385
"PA5045","NC_002516.2",5680898,5683366,"+",2469,27112,39131,8329,37185,43140,23554
"PA5046","NC_002516.2",5683471,5684739,"-",1269,7951,12317,2429,7565,9356,6120
"PA5047","NC_002516.2",5684842,5686281,"-",1440,6221,7892,1963,8833,9931,7466
"PA5048","NC_002516.2",5686278,5687045,"-",768,3339,4299,1114,4992,5896,3955
"PA5049","NC_002516.2",5687105,5687320,"-",216,11926,14213,3227,29948,24499,9902
"PA5050","NC_002516.2",5687496,5689715,"+",2220,942,929,300,1390,1262,884
"PA5051","NC_002516.2",5689964,5691727,"+",1764,5237,6872,2446,9038,11575,5800
"PA5052","NC_002516.2",5691762,5692457,"+",696,905,1295,357,1327,1683,1173
"PA5053","NC_002516.2",5692576,5693109,"+",534,4261,5246,971,3562,3951,4047
"PA5054","NC_002516.2",5693138,5694481,"+",1344,4196,5783,1062,3069,3752,4236
"PA5055","NC_002516.2",5694576,5694947,"+",372,1914,1846,566,2823,2678,1642
"PA5056","NC_002516.2",5695366,5697045,"+",1680,8195,10018,2348,8714,9485,11494
"PA5057","NC_002516.2",5697198,5698055,"+",858,7129,6832,1422,5275,5799,12588
"PA5058","NC_002516.2",5698359,5700041,"+",1683,7666,9840,2820,14276,17222,16714
"PA5059","NC_002516.2",5700097,5700714,"+",618,3100,3656,991,4041,4841,7137
"PA5060","NC_002516.2",5700758,5701687,"-",930,22214,33457,10840,30722,50277,27904
"PA5061","NC_002516.2",5701698,5702114,"-",417,12653,19459,5507,18097,27770,20300
"PA5062","NC_002516.2",5702258,5702533,"-",276,1172,1070,357,1986,1855,799
"PA5063","NC_002516.2",5702669,5703439,"+",771,3424,4775,1524,5266,7013,2945
"PA5064","NC_002516.2",5703454,5704080,"+",627,972,1080,492,1607,2302,1487
"PA5065","NC_002516.2",5704077,5705678,"+",1602,1753,2470,635,2495,2493,2067
"PA5066","NC_002516.2",5705794,5706198,"+",405,6245,8338,2338,8919,10167,6446
"PA5067","NC_002516.2",5706191,5706526,"+",336,5062,7501,1970,6950,8361,6688
"PA5068","NC_002516.2",5706552,5706800,"+",249,3498,4747,1272,5477,6251,7006
"PA5069","NC_002516.2",5706814,5707239,"+",426,1253,1523,546,2017,2738,2397
"PA5070","NC_002516.2",5707236,5708039,"+",804,1780,2049,549,2043,2085,1613
"PA5071","NC_002516.2",5708036,5708743,"+",708,585,461,182,762,639,590
"PA5072","NC_002516.2",5708955,5710898,"+",1944,788,834,240,911,753,546
"PA5073","NC_002516.2",5711008,5711469,"+",462,2500,2747,717,2638,3125,3443
"PA5074","NC_002516.2",5711477,5712211,"-",735,1633,1732,456,1547,1622,2711
"PA5075","NC_002516.2",5712204,5713166,"-",963,985,1413,256,807,591,1017
"PA5076","NC_002516.2",5713232,5714032,"-",801,1487,2352,376,1385,1029,1535
"PA5077","NC_002516.2",5714270,5716855,"-",2586,10575,9919,1998,7670,7582,10762
"PA5078","NC_002516.2",5716848,5718425,"-",1578,12880,17792,3354,10850,11611,14022
"PA5079","NC_002516.2",5718882,5719319,"-",438,877,1077,287,1046,956,1218
"PA5080","NC_002516.2",5719316,5720287,"-",972,2840,3874,904,3463,3648,3038
"PA5081","NC_002516.2",5720469,5720945,"+",477,1040,946,240,1500,1268,1107
"PA5082","NC_002516.2",5720950,5721849,"-",900,716,944,172,1022,555,638
"PA5083","NC_002516.2",5721892,5722242,"-",351,207,234,50,392,163,129
"PA5084","NC_002516.2",5722267,5723517,"-",1251,271,302,96,474,378,221
"PA5085","NC_002516.2",5723582,5724538,"+",957,833,957,354,1479,1616,906
"PA5087","NC_002516.2",5725479,5726348,"-",870,860,1074,236,1708,1100,773
"PA5088","NC_002516.2",5726357,5727238,"-",882,838,1106,217,1648,1193,959
"PA5089","NC_002516.2",5727239,5729476,"-",2238,1215,1558,325,2356,1608,1309
"PA5090","NC_002516.2",5729473,5731845,"-",2373,843,1003,191,1530,729,663
"PA5091","NC_002516.2",5732116,5732916,"-",801,1137,1146,372,1368,1484,2157
"PA5092","NC_002516.2",5732909,5734117,"-",1209,492,429,193,805,1027,999
"PA5093","NC_002516.2",5734114,5735646,"-",1533,900,839,337,1371,1448,1596
"PA5094","NC_002516.2",5735643,5736473,"-",831,785,910,249,1191,1284,1249
"PA5095","NC_002516.2",5736470,5737321,"-",852,962,1147,341,1602,1646,1301
"PA5096","NC_002516.2",5737346,5738314,"-",969,639,604,181,1205,853,755
"PA5097","NC_002516.2",5738432,5739835,"-",1404,617,608,185,1106,786,795
"PA5098","NC_002516.2",5739898,5741427,"-",1530,452,388,105,769,499,597
"PA5099","NC_002516.2",5741524,5742966,"-",1443,819,968,256,1258,985,911
"PA5100","NC_002516.2",5743074,5744753,"-",1680,827,833,184,1385,1004,1116
"PA5101","NC_002516.2",5745079,5745876,"-",798,800,838,309,1861,2103,2002
"PA5102","NC_002516.2",5745895,5746833,"-",939,643,782,178,1053,889,1081
"PA5103","NC_002516.2",5746849,5747871,"-",1023,2675,2847,668,3450,3364,3544
"PA5104","NC_002516.2",5748013,5748603,"-",591,488,498,186,859,1048,758
"PA5105","NC_002516.2",5748600,5749352,"-",753,2659,2648,1045,4486,5209,3069
"PA5106","NC_002516.2",5749453,5750814,"+",1362,629,643,168,626,425,443
"PA5107","NC_002516.2",5750961,5751530,"-",570,5380,7739,1513,4814,4970,4996
"PA5108","NC_002516.2",5751527,5751784,"-",258,4941,6522,1220,4786,5048,5160
"PA5109","NC_002516.2",5751857,5752459,"-",603,2542,2436,754,2745,3244,3358
"PA5110","NC_002516.2",5752464,5753474,"-",1011,8966,11937,2749,9094,10411,7943
"PA5111","NC_002516.2",5753614,5754144,"-",531,4049,5627,811,2955,2926,4609
"PA5112","NC_002516.2",5754298,5756238,"-",1941,9516,9320,2970,18302,19809,15421
"PA5113","NC_002516.2",5756347,5757741,"-",1395,960,1000,331,1880,1820,1276
"PA5114","NC_002516.2",5757738,5761343,"-",3606,3394,3284,1134,5725,6795,3721
"PA5115","NC_002516.2",5761482,5762066,"-",585,314,378,92,478,502,335
"PA5116","NC_002516.2",5762150,5762575,"+",426,98,93,40,208,292,138
"PA5117","NC_002516.2",5762659,5764476,"-",1818,3509,5462,987,3495,2917,3564
"PA5118","NC_002516.2",5764693,5766147,"-",1455,3232,4501,1112,3963,4317,1451
"PA5119","NC_002516.2",5766484,5767893,"+",1410,9449,17456,2977,7825,9140,8551
"PA5120","NC_002516.2",5768041,5768445,"+",405,402,280,84,476,483,483
"PA5121","NC_002516.2",5768442,5770649,"-",2208,1702,1820,451,2365,1719,1879
"PA5122","NC_002516.2",5770937,5771458,"+",522,1834,2285,622,2773,2874,2346
"PA5123","NC_002516.2",5771455,5772027,"+",573,701,798,254,1156,1137,1101
"PA5124","NC_002516.2",5772298,5773374,"+",1077,2051,2974,607,2664,2169,2407
"PA5125","NC_002516.2",5773377,5774807,"+",1431,1773,1646,554,2261,2356,2539
"PA5126","NC_002516.2",5775620,5776087,"-",468,786,994,266,1323,1227,940
"PA5127","NC_002516.2",5776086,5776547,"+",462,861,1095,298,1382,1320,815
"PA5128","NC_002516.2",5776606,5777097,"-",492,3796,6332,1071,2929,3431,3122
"PA5129","NC_002516.2",5777134,5777388,"-",255,2299,2448,687,1631,2089,1193
"PA5130","NC_002516.2",5777390,5777809,"-",420,3378,3488,1001,2693,3800,1723
"PA5131","NC_002516.2",5778134,5779681,"+",1548,22975,16320,3734,13648,16352,28560
"PA5132","NC_002516.2",5779995,5780813,"+",819,146,258,44,601,230,188
"PA5133","NC_002516.2",5780963,5782249,"+",1287,3084,3940,886,3578,3759,2648
"PA5134","NC_002516.2",5782278,5783588,"+",1311,4182,5460,1336,4084,4404,5256
"PA5135","NC_002516.2",5783588,5784361,"+",774,278,285,114,451,449,428
"PA5136","NC_002516.2",5784430,5785911,"+",1482,781,1124,241,960,665,1000
"PA5137","NC_002516.2",5785948,5786703,"-",756,1260,1846,253,1161,939,2043
"PA5138","NC_002516.2",5786853,5787605,"-",753,1903,2758,518,2272,1810,2043
"PA5139","NC_002516.2",5787696,5788442,"-",747,642,786,132,966,458,377
"PA5140","NC_002516.2",5788614,5789384,"-",771,1774,2061,480,1812,1584,2374
"PA5141","NC_002516.2",5789395,5790132,"-",738,2308,2987,673,2191,2002,3006
"PA5142","NC_002516.2",5790445,5791086,"-",642,3363,4518,1188,4252,4666,4633
"PA5143","NC_002516.2",5791083,5791676,"-",594,4073,5510,1282,6045,6048,3981
"PA5144","NC_002516.2",5791837,5792235,"+",399,37,35,14,88,85,61
"PA5145","NC_002516.2",5792505,5793611,"+",1107,336,209,88,428,421,284
"PA5146","NC_002516.2",5793705,5795957,"+",2253,5408,6839,1866,6195,6904,6793
"PA5147","NC_002516.2",5795954,5797021,"+",1068,2480,2601,759,2540,3054,4125
"PA5148","NC_002516.2",5797065,5797337,"+",273,1085,1111,288,1092,1401,1433
"PA5149","NC_002516.2",5797365,5798447,"+",1083,872,719,247,941,1177,1075
"PA5149.1","NC_002516.2",5798560,5798635,"+",76,159,189,50,239,171,166
"PA5150","NC_002516.2",5798693,5799430,"-",738,2703,2991,812,3514,3697,3319
"PA5151","NC_002516.2",5799589,5800278,"+",690,872,936,287,1283,1283,741
"PA5152","NC_002516.2",5800527,5801300,"+",774,3094,4131,735,2635,2445,3046
"PA5153","NC_002516.2",5801315,5802067,"+",753,3824,5219,777,3258,2813,4769
"PA5154","NC_002516.2",5802129,5802824,"+",696,678,800,134,520,319,510
"PA5155","NC_002516.2",5802821,5803513,"+",693,383,468,69,463,203,325
"PA5156","NC_002516.2",5803582,5804802,"+",1221,545,587,171,854,510,434
"PA5157","NC_002516.2",5805206,5805676,"+",471,1343,2190,270,1643,1359,1733
"PA5158","NC_002516.2",5805680,5807158,"+",1479,1350,1496,411,2111,2381,1684
"PA5159","NC_002516.2",5807173,5808357,"+",1185,1697,1702,384,2105,1921,1990
"PA5160","NC_002516.2",5808368,5809897,"+",1530,1766,1929,433,2779,2248,2204
"PA5160.1","NC_002516.2",5809970,5810045,"+",76,136,113,34,235,170,103
"PA5161","NC_002516.2",5810281,5811339,"+",1059,26903,29495,8973,49174,54417,33390
"PA5162","NC_002516.2",5811336,5812244,"+",909,8834,11050,3705,15775,18609,17379
